Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,AGE,sex
SRR20641593,RNA-Seq,50,42281700,PRJNA862285,SAMN29957492,17521852,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664847,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388023,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6388023,Bone marrow,SRP388304,Bone marrow,,
SRR20641594,RNA-Seq,50,61762350,PRJNA862285,SAMN29957493,25141129,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664846,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388022,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6388022,Bone marrow,SRP388304,Bone marrow,,
SRR20641595,RNA-Seq,50,53569250,PRJNA862285,SAMN29957534,21892370,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664845,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387981,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387981,Bone marrow,SRP388304,Bone marrow,,
SRR20641597,RNA-Seq,50,53657250,PRJNA862285,SAMN29957536,21985874,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664843,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387979,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387979,Bone marrow,SRP388304,Bone marrow,,
SRR20641598,RNA-Seq,50,63055700,PRJNA862285,SAMN29957537,25699907,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664842,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387978,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387978,Bone marrow,SRP388304,Bone marrow,,
SRR20641599,RNA-Seq,50,46955900,PRJNA862285,SAMN29957538,19034636,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664841,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387977,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387977,Bone marrow,SRP388304,Bone marrow,,
SRR20641601,RNA-Seq,50,34914050,PRJNA862285,SAMN29957540,14135372,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664839,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387975,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387975,Bone marrow,SRP388304,Bone marrow,,
SRR20641602,RNA-Seq,50,62245250,PRJNA862285,SAMN29957541,25255253,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664838,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387974,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387974,Bone marrow,SRP388304,Bone marrow,,
SRR20641603,RNA-Seq,50,49790100,PRJNA862285,SAMN29957566,20268790,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664837,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387949,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387949,Bone marrow,SRP388304,Bone marrow,,
SRR20641606,RNA-Seq,50,55384800,PRJNA862285,SAMN29957569,22506187,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664834,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387946,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387946,Bone marrow,SRP388304,Bone marrow,,
SRR20641607,RNA-Seq,50,59951500,PRJNA862285,SAMN29957570,24459875,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664833,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387945,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387945,Bone marrow,SRP388304,Bone marrow,,
SRR20641608,RNA-Seq,50,64379200,PRJNA862285,SAMN29957571,26066875,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664832,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387944,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387944,Bone marrow,SRP388304,Bone marrow,,
SRR20641609,RNA-Seq,50,31811600,PRJNA862285,SAMN29957572,12868266,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664831,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387943,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6387943,Bone marrow,SRP388304,Bone marrow,,
SRR20641610,RNA-Seq,50,40007850,PRJNA862285,SAMN29957573,16230455,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664830,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387942,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387942,Bone marrow,SRP388304,Bone marrow,,
SRR20641613,RNA-Seq,50,53695100,PRJNA862285,SAMN29957600,21757762,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664827,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387915,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387915,Bone marrow,SRP388304,Bone marrow,,
SRR20641614,RNA-Seq,50,33652100,PRJNA862285,SAMN29957601,13780308,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664826,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387914,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387914,Bone marrow,SRP388304,Bone marrow,,
SRR20641617,RNA-Seq,50,45939500,PRJNA862285,SAMN29957604,18778215,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664823,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387911,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387911,Bone marrow,SRP388304,Bone marrow,,
SRR20641618,RNA-Seq,50,43465050,PRJNA862285,SAMN29957605,17750053,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664822,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387910,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387910,Bone marrow,SRP388304,Bone marrow,,
SRR20641619,RNA-Seq,50,38866450,PRJNA862285,SAMN29957614,15769305,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664821,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387901,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387901,Bone marrow,SRP388304,Bone marrow,,
SRR20641620,RNA-Seq,50,39212400,PRJNA862285,SAMN29957615,15843426,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664820,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387900,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387900,Bone marrow,SRP388304,Bone marrow,,
SRR20641623,RNA-Seq,50,40749100,PRJNA862285,SAMN29957618,16498064,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664817,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387897,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387897,Bone marrow,SRP388304,Bone marrow,,
SRR20641624,RNA-Seq,50,36861350,PRJNA862285,SAMN29957619,14897392,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664816,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387896,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387896,Bone marrow,SRP388304,Bone marrow,,
SRR20641625,RNA-Seq,50,27484050,PRJNA862285,SAMN29957620,11406755,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664815,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387895,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6387895,Bone marrow,SRP388304,Bone marrow,,
SRR20641628,RNA-Seq,50,33063000,PRJNA862285,SAMN29957639,13455521,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664812,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387876,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387876,Bone marrow,SRP388304,Bone marrow,,
SRR20641629,RNA-Seq,50,39617100,PRJNA862285,SAMN29957640,16171691,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664811,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387875,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387875,Bone marrow,SRP388304,Bone marrow,,
SRR20641630,RNA-Seq,50,39636800,PRJNA862285,SAMN29957641,16181061,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664810,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387874,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387874,Bone marrow,SRP388304,Bone marrow,,
SRR20641631,RNA-Seq,50,47964950,PRJNA862285,SAMN29957642,19467388,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664809,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387873,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387873,Bone marrow,SRP388304,Bone marrow,,
SRR20641632,RNA-Seq,50,49815300,PRJNA862285,SAMN29957643,20045495,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664808,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387872,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387872,Bone marrow,SRP388304,Bone marrow,,
SRR20641633,RNA-Seq,50,47416050,PRJNA862285,SAMN29957644,19173675,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664807,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387871,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387871,Bone marrow,SRP388304,Bone marrow,,
SRR20641634,RNA-Seq,50,44200250,PRJNA862285,SAMN29957645,17918622,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664806,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387870,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387870,Bone marrow,SRP388304,Bone marrow,,
SRR20641635,RNA-Seq,50,30153300,PRJNA862285,SAMN29957670,12356547,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664805,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387845,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387845,Bone marrow,SRP388304,Bone marrow,,
SRR20641636,RNA-Seq,50,46530650,PRJNA862285,SAMN29957671,18955488,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664804,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6387844,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6387844,Bone marrow,SRP388304,Bone marrow,,
SRR20641637,RNA-Seq,50,53181900,PRJNA862285,SAMN29955981,26055681,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664803,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389181,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389181,Bone marrow,SRP388304,Bone marrow,,
SRR20641639,RNA-Seq,50,33006400,PRJNA862285,SAMN29955983,16231638,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664801,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389179,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389179,Bone marrow,SRP388304,Bone marrow,,
SRR20641640,RNA-Seq,50,43963150,PRJNA862285,SAMN29955984,21529443,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664800,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389178,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389178,Bone marrow,SRP388304,Bone marrow,,
SRR20641641,RNA-Seq,50,22557200,PRJNA862285,SAMN29955985,11220759,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664799,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389177,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:52:00Z,1,GSM6389177,Bone marrow,SRP388304,Bone marrow,,
SRR20641642,RNA-Seq,50,52174950,PRJNA862285,SAMN29955986,25629945,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664798,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389176,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389176,Bone marrow,SRP388304,Bone marrow,,
SRR20641643,RNA-Seq,50,39398900,PRJNA862285,SAMN29955987,19309867,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664797,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389175,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389175,Bone marrow,SRP388304,Bone marrow,,
SRR20641644,RNA-Seq,50,42641350,PRJNA862285,SAMN29955988,20970597,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664796,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389174,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389174,Bone marrow,SRP388304,Bone marrow,,
SRR20641645,RNA-Seq,50,54806500,PRJNA862285,SAMN29956005,26802451,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664795,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389157,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389157,Bone marrow,SRP388304,Bone marrow,,
SRR20641649,RNA-Seq,50,55597900,PRJNA862285,SAMN29956009,27238102,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664791,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389153,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389153,Bone marrow,SRP388304,Bone marrow,,
SRR20641650,RNA-Seq,50,44654950,PRJNA862285,SAMN29956010,21962501,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664790,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389152,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389152,Bone marrow,SRP388304,Bone marrow,,
SRR20641651,RNA-Seq,50,47446800,PRJNA862285,SAMN29956011,23253565,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664789,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389151,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389151,Bone marrow,SRP388304,Bone marrow,,
SRR20641652,RNA-Seq,50,50467200,PRJNA862285,SAMN29956012,24749651,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664788,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389150,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389150,Bone marrow,SRP388304,Bone marrow,,
SRR20641653,RNA-Seq,50,47818900,PRJNA862285,SAMN29956037,23529788,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664787,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389125,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389125,Bone marrow,SRP388304,Bone marrow,,
SRR20641654,RNA-Seq,50,37036950,PRJNA862285,SAMN29956038,18296355,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664786,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389124,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389124,Bone marrow,SRP388304,Bone marrow,,
SRR20641655,RNA-Seq,50,70702100,PRJNA862285,SAMN29956039,34786016,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664785,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389123,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389123,Bone marrow,SRP388304,Bone marrow,,
