"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Mir7233",0,NA,NA,NA,NA,NA
"Plut",0,NA,NA,NA,NA,NA
"9430014N10Rik",0.240732956591564,0.0632579505814565,1.45913813428107,0.0433529554846595,0.965420178499369,NA
"Vmn2r12",0,NA,NA,NA,NA,NA
"Aadacl4fm1",0,NA,NA,NA,NA,NA
"Stpg2",0.2799964561239,-0.144780264047367,0.930044116740733,-0.155670318688471,0.876292894158805,NA
"Olfr12",0.16962298186269,-0.532206058007219,1.5185982696508,-0.350458754394339,0.725994438983195,NA
"Mir873a",0,NA,NA,NA,NA,NA
"Mir654",0.677931550093252,0.797398896072363,0.808025564194223,0.986848599112756,0.323716865753689,NA
"Vmn1r149",0,NA,NA,NA,NA,NA
"Vmn2r25",0,NA,NA,NA,NA,NA
"Vmn2r24",0,NA,NA,NA,NA,NA
"Itih5l-ps",0.0836494921809862,0.449585623811558,2.00775229418418,0.223924846264085,0.822815782068779,NA
"Olfr1358",0,NA,NA,NA,NA,NA
"Gm20594",0.402496645368199,0.0590039535666784,0.906013145167261,0.0651248316665268,0.948074609585895,NA
"4933416I08Rik",0,NA,NA,NA,NA,NA
"Slc15a1",0.236618331987516,1.34995135592057,1.1668951932977,1.15687455366539,0.247323616455216,NA
"Mir7238",0,NA,NA,NA,NA,NA
"4930556G01Rik",0,NA,NA,NA,NA,NA
"Tcstv3",0,NA,NA,NA,NA,NA
"AF067061",0,NA,NA,NA,NA,NA
"Asb12",0.183770128580166,-0.121006518542733,1.36689914939074,-0.0885262958841319,0.92945838528848,NA
"Gm36028",0.630483903624705,-1.09971918622533,0.864001534278577,-1.27282087194853,0.203081612964907,NA
"Gm16325",0.165093316208034,-0.329474147020178,1.72856163637699,-0.190605958206237,0.848834321805863,NA
"4930555G01Rik",0.0198669378235213,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"1700109I08Rik",0,NA,NA,NA,NA,NA
"A630095N17Rik",0.243364417455201,1.05874255945399,1.31711005006258,0.80383758320247,0.421490781288423,NA
"Trem3",0.18345600773251,0.612547602492395,1.21983727766509,0.502155175700879,0.615558370690845,NA
"Hbb-b2",0,NA,NA,NA,NA,NA
"Tnfsf11",0.329812636693093,0.894336998191743,1.09231538374045,0.818753458483056,0.412927089605371,NA
"Olfr389",0,NA,NA,NA,NA,NA
"Olfr393",0,NA,NA,NA,NA,NA
"Olfr394",0,NA,NA,NA,NA,NA
"Olfr392",0,NA,NA,NA,NA,NA
"Olfr395",0,NA,NA,NA,NA,NA
"Olfr399",0,NA,NA,NA,NA,NA
"Hsd3b5",0.791509271103551,0.354357673510656,0.662960476356743,0.534507992781117,0.592990121054614,NA
"Gm19757",0.75174338476274,0.0353904249006206,0.804900354162021,0.0439687033526846,0.96492935083743,NA
"Apol7c",0.0842270982089244,-0.329217089719611,2.75929030938799,-0.119312233511461,0.90502799179198,NA
"Hhla1",0.134825748494229,-0.532520595206911,1.59224777133582,-0.334445809749918,0.738043176319421,NA
"Chmp4c",0.431596935369251,0.867732273611992,0.944956396883406,0.918277580292477,0.358473561661711,NA
"Olfr138",0,NA,NA,NA,NA,NA
"Mir1968",0.0586583880263985,-0.329218002781205,2.97998498270785,-0.110476396589774,0.912031568065074,NA
"Vmn2r31",0.0798496690305813,-0.714232124734779,2.79807740575681,-0.255258172366964,0.798523703655318,NA
"Vmn2r63",0,NA,NA,NA,NA,NA
"Fndc7",0.667942939661751,0.854896531137483,0.755930826569587,1.13091899561366,0.258089187335768,NA
"Mir7241",0,NA,NA,NA,NA,NA
"Krtap27-1",0,NA,NA,NA,NA,NA
"Mir203",0,NA,NA,NA,NA,NA
"Shisal2a",0.167780764894262,-0.725336132136201,1.72174533932807,-0.421279567638772,0.673550948493107,NA
"Mfsd4b5",0.744318597472477,-0.365663699941392,0.702452413200652,-0.520552984187617,0.60267820882449,NA
"Hoxd13",0.342013398875832,-0.121507568967689,1.28539272646143,-0.0945295289651966,0.924688526740787,NA
"Hoxd12",0,NA,NA,NA,NA,NA
"Rdh16f2",0.0302368306477347,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"Klra18",0.0354224308762969,-0.713215718792207,2.97997675746148,-0.239336000526315,0.810845052041229,NA
"Klra22",0,NA,NA,NA,NA,NA
"Aadacl2fm2",0,NA,NA,NA,NA,NA
"Mir7242",0,NA,NA,NA,NA,NA
"Scgb1b3",0,NA,NA,NA,NA,NA
"Pramef6",0,NA,NA,NA,NA,NA
"Smim9",0.424587961350352,0.723206336266436,0.971940887080793,0.744084692679792,0.456825239314864,NA
"Tcp11x2",0.0331498486005101,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"Hao2",0.735936054030421,-0.802885383586851,0.730244232362396,-1.09947514544477,0.271560869323396,NA
"Gm9731",0.0650369414811072,-0.521314352250944,2.48201074893064,-0.210037104986571,0.833638713308696,NA
"5430440P10Rik",0.304938555391447,0.400507996742071,1.07213589270398,0.373560851257363,0.70873106473123,NA
"Gm29684",0.341161087870444,0.611352366714806,0.944149945790897,0.647516180496825,0.517297925895323,NA
"Gm13088",0,NA,NA,NA,NA,NA
"Fthl17e",0,NA,NA,NA,NA,NA
"Hamp",0.16386851253813,-0.532254969680029,1.5293697879667,-0.348022416728699,0.72782334849113,NA
"Ifnb1",0,NA,NA,NA,NA,NA
"Gm6121",0,NA,NA,NA,NA,NA
"Scgb1b24",0,NA,NA,NA,NA,NA
"Sbpl",0.112493127805716,-0.91869485763841,2.17473733586605,-0.42243945624475,0.672704283472204,NA
"Olfr1306",0,NA,NA,NA,NA,NA
"4933409F18Rik",0.0198669378235213,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Mir6546",0,NA,NA,NA,NA,NA
"4930554C24Rik",0,NA,NA,NA,NA,NA
"1700020M21Rik",0,NA,NA,NA,NA,NA
"Olfr773",0.0166116134994498,-0.136861226338539,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Tgif2lx1",0,NA,NA,NA,NA,NA
"Ifna14",0,NA,NA,NA,NA,NA
"4930554I06Rik",0.068512266584368,0.0554968749293577,2.91352496869521,0.0190480176163417,0.984802799827938,NA
"4930563H07Rik",0.0432871281111938,0.0554964042170381,2.97998498270785,0.0186230482834882,0.985141816151904,NA
"4930555K05Rik",0,NA,NA,NA,NA,NA
"4933400L20Rik",0.0523569192420496,-0.329218002781204,2.97998498270785,-0.110476396589774,0.912031568065074,NA
"Gzmd",0,NA,NA,NA,NA,NA
"Gzmc",0.022703992754655,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Mir7648",0,NA,NA,NA,NA,NA
"4930568G15Rik",0.566999106131312,0.431151493450355,0.758581595776239,0.568365349029023,0.56978691405082,NA
"Il3",0.0364785513229711,0.055496404217038,2.97998498270785,0.0186230482834881,0.985141816151904,NA
"Mir6920",0.25704308230245,-0.464485913572055,1.32500537972303,-0.350553983161296,0.725922984306251,NA
"Prl2c4",0,NA,NA,NA,NA,NA
"Serpinb3c",0.120827736445588,0.247857461961865,2.53416861747669,0.0978062234109191,0.922086165513547,NA
"Mmp1a",0.0364189204853123,-0.329218002781204,2.97998498270785,-0.110476396589774,0.912031568065074,NA
"Aadacl4fm5",0,NA,NA,NA,NA,NA
"Mir6384",0,NA,NA,NA,NA,NA
"Fam240b",0.132960712955762,-0.329480037936212,1.81253388907656,-0.181778691103025,0.855756407933405,NA
"2300003K06Rik",0,NA,NA,NA,NA,NA
"Olfr421-ps1",0,NA,NA,NA,NA,NA
"Olfr248",0,NA,NA,NA,NA,NA
"Olfr739",0,NA,NA,NA,NA,NA
"Olfr740",0.0166116134994498,-0.136861226338539,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Olfr1140",0,NA,NA,NA,NA,NA
"Olfr1032",0.0198938584372584,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Gm12718",0.022370856555646,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"1700094J05Rik",0.495535167861644,-0.240442438731677,0.85874316665264,-0.279993423026486,0.779482550829898,NA
"1700027J07Rik",0.0345930759635242,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Lce1m",0,NA,NA,NA,NA,NA
"Cpa3",0.372662772416536,-0.780803720480085,1.10469160901973,-0.706806962327658,0.479686447310682,NA
"Tex28",0,NA,NA,NA,NA,NA
"E330014E10Rik",0,NA,NA,NA,NA,NA
"Gm21454",0,NA,NA,NA,NA,NA
"Mir7649",0,NA,NA,NA,NA,NA
"Prss55",0.654682010537543,1.72044900064296,0.886638185137061,1.94041834593104,0.0523288687857897,NA
"Prr23a3",0.0519715862644578,-0.713665724349314,2.9799757916372,-0.239487087899203,0.810727907566405,NA
"AF067063",0,NA,NA,NA,NA,NA
"Mir5121",0.0630343372893641,0.247857693708932,2.50115563389884,0.099097269418044,0.921061040106511,NA
"Mir5120",0,NA,NA,NA,NA,NA
"1700008C04Rik",0,NA,NA,NA,NA,NA
"1700016K05Rik",0.286262118188295,1.00709923217702,1.10161618183445,0.914201560202184,0.360610944494965,NA
"Otc",0.439724537480465,-0.855189849676721,0.88431723127731,-0.967062293292061,0.33351289383128,NA
"Orm1",0.0812010127189973,-0.329217195730035,2.78581121374069,-0.118176419890267,0.905927873218891,NA
"4932415M13Rik",0.158671811562292,-0.137118183969333,1.76648312471139,-0.0776221306907397,0.938128637746798,NA
"9530014B07Rik",0,NA,NA,NA,NA,NA
"Vmn2r48",0,NA,NA,NA,NA,NA
"Crygs",0.500368944694727,0.403718432036632,0.883713228865547,0.456843259611378,0.6477837096024,NA
"Ptgdr2",0.247287509161685,0.284423212401423,1.30220615929326,0.218416423829378,0.827104670072279,NA
"Pcdha7",0,NA,NA,NA,NA,NA
"Ssxb10",0,NA,NA,NA,NA,NA
"D030025E07Rik",0.228424084695974,-1.53361924823361,1.6675543501659,-0.919681717169238,0.357739109467304,NA
"Tmed11",0,NA,NA,NA,NA,NA
"Wincr1",0,NA,NA,NA,NA,NA
"Olfr1454",0,NA,NA,NA,NA,NA
"Figla",0.121086829018487,0.240331825016941,1.87155758915817,0.128412733014025,0.897822355093428,NA
"Rhox2e",0,NA,NA,NA,NA,NA
"Cdx2",0,NA,NA,NA,NA,NA
"Gm25500",0.33679604033776,-0.0208439726037546,1.12223580406855,-0.0185736121839875,0.985181253631177,NA
"4930448C13Rik",0.102419751292082,0.0555015053693252,2.24474199228325,0.0247251156525439,0.980274221808327,NA
"Fbxw19",0,NA,NA,NA,NA,NA
"Cpb2",0.691671807353489,-2.35590967457715,0.767305806302883,-3.07036601994276,0.00213796584760696,NA
"Mir5619",0.377430103650978,0.965709107334127,0.993421217164177,0.972104370883926,0.330998627905031,NA
"Mir344i",0.529510059439254,0.033925378952322,0.8873283725768,0.0382331727473142,0.96950177219572,NA
"4930431F12Rik",0,NA,NA,NA,NA,NA
"Gm6083",0.0198938584372584,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Mir5620",0,NA,NA,NA,NA,NA
"Mir5709",0.715762322990184,0.675917981067445,0.876520952250354,0.771137277816478,0.440625566857994,NA
"Mir5621",0.0556391641798583,-0.329218002781204,2.97998498270785,-0.110476396589774,0.912031568065074,NA
"Mir5710",0.0716037879922826,-0.329217578803255,2.87961029174008,-0.114327129524293,0.908978477242519,NA
"4933425B07Rik",0.0500560879442221,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"Mir3073b",0,NA,NA,NA,NA,NA
"Mir5615-1",0,NA,NA,NA,NA,NA
"Mir5624",0,NA,NA,NA,NA,NA
"Mir5615-2",0,NA,NA,NA,NA,NA
"Mir5625",0,NA,NA,NA,NA,NA
"Gm21276",0,NA,NA,NA,NA,NA
"Ifngas1",0.136531389610597,-0.328976217095136,1.80202009390095,-0.182559682996087,0.855143520929492,NA
"Mir1231",0.0420467745269488,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"Mir344h-2",0,NA,NA,NA,NA,NA
"4930572O03Rik",0,NA,NA,NA,NA,NA
"Mir5616",0.389145182210419,1.53758217051929,1.1920260910314,1.28988969460299,0.19708895935393,NA
"1700011M02Rik",0.0609454994263312,0.247857547807046,2.52199013574844,0.098278555611198,0.921711105880325,NA
"Gm12596",0.330910821064404,0.57855050595462,0.950250576649764,0.608839941980754,0.54263053584291,NA
"Mir5617",0.0197472091781703,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Mir5627",0,NA,NA,NA,NA,NA
"Dreh",0.0205831353565388,-0.136861226338539,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Mug2",0.210720706668778,-0.938297677868915,1.50446476188838,-0.623675410443766,0.532840774982461,NA
"Pgc",0.28372539425186,-0.167761661603697,1.03507856471209,-0.162076259061902,0.871245801517349,NA
"Pnpla5",0.11240506321763,0.257052183987858,1.90186906412932,0.135157666127524,0.892487217429037,NA
"Ccnb1",0.480122361692411,-1.39612750556962,1.109090159023,-1.25880433994606,0.20810101239497,NA
"Mir201",0,NA,NA,NA,NA,NA
"Tas2r103",0,NA,NA,NA,NA,NA
"Vmn2r-ps159",0,NA,NA,NA,NA,NA
"Fam240a",0,NA,NA,NA,NA,NA
"4930448I06Rik",0,NA,NA,NA,NA,NA
"Gm15107",0,NA,NA,NA,NA,NA
"Gm17266",0.0648220584884713,0.247857812680714,2.48403735614741,0.0997802275667568,0.920518805816312,NA
"Pxt1",0.169700160178881,-0.120830638820462,1.38718341079538,-0.0871050200572834,0.930588035126435,NA
"Gm15501",0.129536419647889,-0.521854077900675,2.1040768326481,-0.248020447639211,0.804118586065468,NA
"Gm1968",0.115723384154606,-0.136856526403703,2.16079594883991,-0.0633361639155136,0.949498818918961,NA
"Oog1",0,NA,NA,NA,NA,NA
"Olfr1259",0,NA,NA,NA,NA,NA
"Mir6994",0.0704363049167466,-0.714233833294664,2.89216954369972,-0.246954344308945,0.804943557804518,NA
"Mir8090",0,NA,NA,NA,NA,NA
"Tex44",0.750343263602909,0.39018880680622,1.00980674271853,0.386399486455974,0.699200830398069,NA
"Smok2a",0.0581612886182086,-0.136858206721154,2.55128066735317,-0.0536429442955556,0.957219641147744,NA
"Tbx5",0.226328017817929,0.0494365142491813,1.51201856602653,0.0326957058332272,0.973917248310722,NA
"Krtap4-1",0,NA,NA,NA,NA,NA
"Vwa2",0.678134296025701,1.76186263973804,0.753371716788085,2.33863655945241,0.019354251021823,NA
"Mir219b",0,NA,NA,NA,NA,NA
"Adam30",0.326116853990205,1.45700494737801,1.02676351409557,1.41902680352,0.155891201865399,NA
"Stpg3",0.55322321606759,1.22550611856866,0.899768321702293,1.36202407776492,0.173190286554525,NA
"Atf7ip2",0.163242915518488,0.514578238989775,2.07952890906356,0.247449427967556,0.804560425256726,NA
"Gm5833",0.0198669378235213,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Gm44501",0,NA,NA,NA,NA,NA
"Mir7036b",0.572018727083688,-0.732463399855727,0.873896006441221,-0.838158538838675,0.401941669365179,NA
"Mir346",0.250895584545369,1.18099063447171,1.08206902594561,1.09141894477541,0.27508858003982,NA
"Mir345",0.796857276740472,-0.17613973252808,0.766891520599912,-0.229680114848959,0.818340347906426,NA
"Mir340",0.320765458098604,-0.384124359256325,1.20330073499342,-0.319225566880773,0.749555470829111,NA
"Mir339",0.228184626577498,-0.139008195743596,1.31357711211047,-0.105824160958665,0.915721866751638,NA
"Mir92-2",0.0650369414811072,-0.521314352250944,2.48201074893064,-0.210037104986571,0.833638713308696,NA
"Mir31",0,NA,NA,NA,NA,NA
"Mir32",0.155667933648609,0.640243560518572,1.77246993148744,0.361215470651898,0.717938377889627,NA
"2010009K17Rik",0.492579639752924,0.287384569798132,0.895975431726354,0.320750502326167,0.748399472335074,NA
"Jmjd7",0.623416017868722,0.745001446525456,0.872350832768445,0.854015859836071,0.393096201854242,NA
"Gm14405",0.0958948153145745,0.055502880462192,1.94809901052904,0.0284907903357126,0.977270713296538,NA
"Ces1f",0.549262460657756,1.41012987838765,0.846535225475114,1.66576633310943,0.095759964194815,NA
"Vmn1r201",0,NA,NA,NA,NA,NA
"Slc10a4l",0.564429829632794,0.0388896738740506,0.794894755440776,0.0489243055232965,0.960979619046026,NA
"Gm4868",0.338875517248404,0.325492567057241,1.31412498405327,0.24768767887914,0.804376065708103,NA
"Lce1h",0,NA,NA,NA,NA,NA
"Bpifb6",0.307599384309607,0.0951219734475215,1.0430909145799,0.0911924091351441,0.92733970645522,NA
"Unc93a",0.0371947488559886,0.0554964042170381,2.97998498270785,0.0186230482834882,0.985141816151904,NA
"Gm8096",0.162156615754142,0.0641866072093168,1.77971882272796,0.0360655887826883,0.971230060640545,NA
"Hmgb1-rs17",0.636780234159396,2.36311633046109,0.905840017215415,2.60875682852408,0.00908717921718452,NA
"Fam162b",0,NA,NA,NA,NA,NA
"1700031A10Rik",0.0714551196822979,-0.136857635449863,2.42558775758953,-0.0564224629769189,0.955005262589096,NA
"Gm12191",0,NA,NA,NA,NA,NA
"Tpbpb",0,NA,NA,NA,NA,NA
"Vmn2r54",0.188532414009852,-0.532922376280481,1.70443140452373,-0.312668714543778,0.754532366802004,NA
"Olfr1010",0,NA,NA,NA,NA,NA
"Olfr729",0,NA,NA,NA,NA,NA
"Glipr1l2",0.0846889963119926,0.449577166186986,2.00222258711142,0.224539054289456,0.822337881678152,NA
"1700021F07Rik",0.188911794248498,1.19713974668983,1.77719061674073,0.673613587317558,0.500557012572712,NA
"Olfr1509",0,NA,NA,NA,NA,NA
"Mfsd6l",0.402208720153868,0.291977537110336,0.912668515673381,0.319916302684015,0.749031779078388,NA
"Fam47c",0,NA,NA,NA,NA,NA
"Gm10406",0.489547842410766,-0.172491906353705,0.877242865517452,-0.196629591569216,0.844117411935366,NA
"5330439B14Rik",0.229044195963712,-0.139228009745542,1.47520969101016,-0.0943784538523501,0.924808530733804,NA
"H2ac18",0,NA,NA,NA,NA,NA
"Gm8633",0,NA,NA,NA,NA,NA
"4930515L19Rik",0,NA,NA,NA,NA,NA
"Defb19",0,NA,NA,NA,NA,NA
"Olfr623",0,NA,NA,NA,NA,NA
"Olfr644",0,NA,NA,NA,NA,NA
"Olfr638",0,NA,NA,NA,NA,NA
"Olfr632",0,NA,NA,NA,NA,NA
"Olfr635",0,NA,NA,NA,NA,NA
"Olfr578",0,NA,NA,NA,NA,NA
"Olfr575",0,NA,NA,NA,NA,NA
"Olfr560",0.0198938584372584,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Olfr559",0,NA,NA,NA,NA,NA
"Olfr586",0,NA,NA,NA,NA,NA
"Scgb2b11",0,NA,NA,NA,NA,NA
"4930430F21Rik",0.0699499463814805,-0.32921765330659,2.89750043334621,-0.113621261111043,0.909538032567012,NA
"Gm5935",0,NA,NA,NA,NA,NA
"Vmn2r4",0.030714112543509,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"Vmn2r3",0.0365054719367082,0.0554964042170381,2.97998498270785,0.0186230482834882,0.985141816151904,NA
"Vmn2r2",0.683535804688231,0.316187459122783,0.798035353538263,0.396207333072272,0.691952082036451,NA
"Gm37013",0.285865370379502,-0.49743852439263,1.08234333817661,-0.459594018687868,0.645807653207107,NA
"Adgre4",0.459567686714079,0.16380608885655,0.952549567737033,0.171965947394951,0.863464300183063,NA
"Myocos",0.760065622652736,-0.356894034451543,0.848370035735674,-0.420682036632821,0.673987280044133,NA
"Vmn1r9",0,NA,NA,NA,NA,NA
"Vmn1r21",0.157749907421774,-0.533116327723409,1.76798713615901,-0.301538578431977,0.763003836758189,NA
"Olfr1346",0.0361759340904373,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"Mageb18",0,NA,NA,NA,NA,NA
"Mir3094",0.0526007792397743,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"4932702P03Rik",0.225999853949984,0.920372099380968,1.34901039782302,0.682257231572291,0.495076311432847,NA
"Mir7029",0,NA,NA,NA,NA,NA
"Olfr262",0,NA,NA,NA,NA,NA
"Serpina3j",0.0526007792397743,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Cyp2a22",0,NA,NA,NA,NA,NA
"Tmem92",0,NA,NA,NA,NA,NA
"Vmn1r112",0,NA,NA,NA,NA,NA
"Gm13084",0,NA,NA,NA,NA,NA
"Cxcr5",0.310776115462379,0.154334099259521,1.10196203481773,0.140053916907445,0.888617390612695,NA
"Blk",0.351906535594756,-1.48487433008244,0.998542463736218,-1.48704174735497,0.137003785243718,NA
"5430401F13Rik",0,NA,NA,NA,NA,NA
"Upk2",0.162933941425901,0.0641828007825898,1.77793577772911,0.0360996170877264,0.971202927650032,NA
"Mir6906",0.20807197716793,0.777984240479436,1.10175375084959,0.706132599847757,0.480105680218929,NA
"4930548G14Rik",0.0198938584372584,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Pcare",0.707221199219233,1.28161895766258,0.830948417307488,1.54235681898931,0.122986908656443,NA
"Olfr814",0,NA,NA,NA,NA,NA
"Olfr427",0,NA,NA,NA,NA,NA
"Olfr747",0,NA,NA,NA,NA,NA
"Rp1l1",0.337449696505713,1.36083886270058,0.984815262283925,1.38182145912788,0.16702652836874,NA
"1700108F19Rik",0.120029685439729,0.613748925753522,1.62829079875382,0.376928326453262,0.706226869910036,NA
"4930552N02Rik",0,NA,NA,NA,NA,NA
"Mir6368",0,NA,NA,NA,NA,NA
"4933405E24Rik",0.0924336380215414,0.0554983582916972,2.69338269695885,0.0206054484401201,0.983560394163092,NA
"Ifi211",0.0843154450931121,-0.136857221649154,2.33031174973916,-0.0587291471471457,0.953167843332947,NA
"Prop1",0.250953531184731,0.468397712745666,1.49143311806879,0.314058811669797,0.753476371464251,NA
"Gm11213",0.51603099041113,-0.132939176758637,0.811712832125361,-0.163776118224661,0.869907392697015,NA
"Cd40lg",0.0949255781766426,-0.32896970874005,1.95248297772228,-0.168487875435318,0.866199481319975,NA
"Acrv1",0.779761531169627,2.41127125239506,1.10360263490048,2.18490893020793,0.0288955246124617,NA
"Chil6",0.320188291620283,1.21833389290023,1.19420690396008,1.02020335744178,0.307632025653729,NA
"Cdh17",0.603068108210071,-0.584830155980124,0.81613136705204,-0.716588259672701,0.473628190743642,NA
"Klk15",0,NA,NA,NA,NA,NA
"Kel",0.504645325096005,-1.57165994533247,0.939425160342648,-1.67300175860653,0.0943269498372986,NA
"Krtap3-3",0.0166116134994498,-0.136861226338539,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Mir1258",0,NA,NA,NA,NA,NA
"Mir290b",0,NA,NA,NA,NA,NA
"F2",0.808046696786985,-0.846312622161528,0.71305256667916,-1.18688672015163,0.235272306168461,NA
"Vmn1r45",0.0166116134994498,-0.136861226338539,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"1700121L16Rik",0,NA,NA,NA,NA,NA
"6030440G07Rik",0.0526007792397743,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"1700092C02Rik",0,NA,NA,NA,NA,NA
"Mir6403",0.384838920684187,-1.08742973590321,0.958409925760105,-1.1346186080458,0.25653515307934,NA
"Fbp2",0.231234021271894,0.688413977514429,1.48230943101431,0.464419886368368,0.642346945108893,NA
"1700084M14Rik",0.022703992754655,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"Hsd3b6",0.604379961999106,-1.34919696932312,0.761121337838416,-1.77264373267322,0.0762877602251166,NA
"4930428O21Rik",0.022703992754655,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"3110009F21Rik",0.0397607962607797,0.0554964042170378,2.97998498270785,0.0186230482834881,0.985141816151904,NA
"Gm21440",0,NA,NA,NA,NA,NA
"Mir301b",0,NA,NA,NA,NA,NA
"Glipr1l1",0.08152863478287,0.449603074538881,2.01930998350217,0.22265183563304,0.823806489922401,NA
"D530049I02Rik",0,NA,NA,NA,NA,NA
"Gm13279",0,NA,NA,NA,NA,NA
"Ssxb5",0.34230176755235,-0.292824224487578,1.16559972567716,-0.251221940119674,0.801642522621905,NA
"Sva",0,NA,NA,NA,NA,NA
"4933427E13Rik",0.108476992330751,0.44985707797993,2.2143088702567,0.203159136479356,0.839010651118538,NA
"C130073F10Rik",0,NA,NA,NA,NA,NA
"Krtap4-2",0,NA,NA,NA,NA,NA
"Gm15987",0.0443824739030542,-0.13686122633854,2.97998498270785,-0.0459268174614009,0.963368579481562,NA
"4930521E06Rik",0.183453078294827,-0.137093704863073,1.49525182157881,-0.0916860309979881,0.926947496288367,NA
"2310030A07Rik",0.0570020558418512,-0.136858266281841,2.56403071677539,-0.0533762194760128,0.957432152305747,NA
"4930590L20Rik",0.203255362464464,-0.308152627630214,1.22904282570691,-0.250725703925715,0.802026186449024,NA
"Bcas3os2",0.451641589738245,0.399124227961317,0.845289218505772,0.472174752999752,0.636802058895376,NA
"Scgb1b27",0,NA,NA,NA,NA,NA
"B230119M05Rik",0.487662290478677,0.557528576863766,0.856632533321485,0.65083750053482,0.51515138984815,NA
"Entpd8",0.0441043632879815,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"Ssxb1",0.0177112154381485,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"B020018J22Rik",0.389943838387254,1.29846811159605,0.926949412810951,1.40079716719219,0.16127473600391,NA
"4930542M03Rik",0.0866752938661578,-0.13685715622067,2.31488808192302,-0.0591204202438075,0.952856194085335,NA
"Defb50",0.0517099295550241,-0.521575633336782,2.97998498270785,-0.175026262334663,0.861058997739494,NA
"Fbxw26",0.0598987416106436,0.247857471699916,2.53279006742622,0.0978594613456396,0.922043890584534,NA
"Snora68",0.736041289772284,0.319931301967638,0.728435159576062,0.439203541676699,0.660514059030759,NA
"Mir592",0.396974712288471,-0.494041836811426,1.27957423159179,-0.386098613596521,0.699423636581621,NA
"F730035M05Rik",0.158391821375785,-0.663787780445141,1.78796037699955,-0.371254189401597,0.710448215128473,NA
"Gm7134",0.057088607293247,0.247857256605156,2.56306689931017,0.0967033894713653,0.922961948040268,NA
"Mira",0.395912984351031,0.525406365054362,1.12207683137249,0.468244553638719,0.639609714244198,NA
"Il1rn",0.390863835705411,0.678424907384235,1.11534783309009,0.608263079244656,0.543013004043431,NA
"Olfr785",0,NA,NA,NA,NA,NA
"Mir6907",0.242447001487145,0.964243980077272,1.32049764925526,0.730212568436671,0.465260261201955,NA
"Pabpc6",0.431841828298295,1.73420381668979,0.970728502248951,1.78649726743579,0.0740187792748097,NA
"H2bc14",0,NA,NA,NA,NA,NA
"Lgsn",0.138919739496605,-0.329495052690106,2.09119784752034,-0.157562830834398,0.874801294336379,NA
"Olfr1419",0.24715444865974,0.699139151513613,1.69579051506075,0.412279196813746,0.680134794742383,NA
"Mir6937",0.0629410781464815,0.0554964042170377,2.97998498270785,0.0186230482834881,0.985141816151904,NA
"Mir6935",0.66151216028282,0.504809949709289,0.749035365254651,0.673946749547223,0.500345168958285,NA
"4930553C11Rik",0.397548101807762,1.37408887588547,1.00413207108019,1.36843440764451,0.171176140287627,NA
"Snord93",0.19654294837005,0.450185056025557,1.32933005274974,0.338655592036261,0.734869198168444,NA
"Rhox2h",0,NA,NA,NA,NA,NA
"Xcr1",0.29731688207986,-0.94177185500327,1.18727992283117,-0.793218041418184,0.427650797932794,NA
"Vmn2r17",0,NA,NA,NA,NA,NA
"Vmn2r101",0,NA,NA,NA,NA,NA
"Vmn2r100",0,NA,NA,NA,NA,NA
"Vmn1r1",0,NA,NA,NA,NA,NA
